date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:00	1613/1613	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20May%202024%2014:14:07%20GMT	https://gogame.volkovdesign.com/robots.txt		(from )
17:12:00	89981/89981	---MCZ	200	added ('OK')	text/html	etag:W/%2215f7d-5ed854c32754e%22	https://gogame.volkovdesign.com/	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/index.html	(from )
17:12:00	3888/3888	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-f30%22	https://gogame.volkovdesign.com/css/bootstrap-reboot.min.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/bootstrap-reboot.min.css	(from https://gogame.volkovdesign.com/)
17:12:00	50590/50590	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-c59e%22	https://gogame.volkovdesign.com/css/bootstrap-grid.min.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/bootstrap-grid.min.css	(from https://gogame.volkovdesign.com/)
17:12:01	3356/3356	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-d1c%22	https://gogame.volkovdesign.com/css/owl.carousel.min.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/owl.carousel.min.css	(from https://gogame.volkovdesign.com/)
17:12:01	7302/7302	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-1c86%22	https://gogame.volkovdesign.com/css/magnific-popup.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/magnific-popup.css	(from https://gogame.volkovdesign.com/)
17:12:01	3843/3843	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-f03%22	https://gogame.volkovdesign.com/css/nouislider.min.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/nouislider.min.css	(from https://gogame.volkovdesign.com/)
17:12:02	42839/42839	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-a757%22	https://gogame.volkovdesign.com/css/jquery.mCustomScrollbar.min.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/jquery.mCustomScrollbar.min.css	(from https://gogame.volkovdesign.com/)
17:12:02	5121/5121	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-1401%22	https://gogame.volkovdesign.com/css/paymentfont.min.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/paymentfont.min.css	(from https://gogame.volkovdesign.com/)
17:12:03	106939/106939	---MCZ	200	added ('OK')	text/css	etag:W/%226373c5c0-1a1bb%22	https://gogame.volkovdesign.com/css/main.css	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/css/main.css	(from https://gogame.volkovdesign.com/)
17:12:03	648/648	---M--	200	added ('OK')	image/png	etag:%226373c5c0-288%22	https://gogame.volkovdesign.com/icon/favicon-32x32.png	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/icon/favicon-32x32.png	(from https://gogame.volkovdesign.com/)
17:12:03	89981/89981	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-15f7d%22	https://gogame.volkovdesign.com/index.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/index-2.html	(from https://gogame.volkovdesign.com/)
17:12:03	2543/2543	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226373c5c0-9ef%22	https://gogame.volkovdesign.com/img/logo.svg	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/img/logo.svg	(from https://gogame.volkovdesign.com/)
17:12:04	102715/102715	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-1913b%22	https://gogame.volkovdesign.com/index2.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/index2.html	(from https://gogame.volkovdesign.com/)
17:12:04	64546/64546	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-fc22%22	https://gogame.volkovdesign.com/catalog.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/catalog.html	(from https://gogame.volkovdesign.com/)
17:12:04	64582/64582	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-fc46%22	https://gogame.volkovdesign.com/catalog2.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/catalog2.html	(from https://gogame.volkovdesign.com/)
17:12:04	85525/85525	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-14e15%22	https://gogame.volkovdesign.com/category.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/category.html	(from https://gogame.volkovdesign.com/)
17:12:05	67370/67370	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-1072a%22	https://gogame.volkovdesign.com/details.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/details.html	(from https://gogame.volkovdesign.com/)
17:12:05	67246/67246	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-106ae%22	https://gogame.volkovdesign.com/details2.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/details2.html	(from https://gogame.volkovdesign.com/)
17:12:05	39946/39946	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-9c0a%22	https://gogame.volkovdesign.com/news.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/news.html	(from https://gogame.volkovdesign.com/)
17:12:05	34558/34558	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-86fe%22	https://gogame.volkovdesign.com/news2.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/news2.html	(from https://gogame.volkovdesign.com/)
17:12:06	60588/60588	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-ecac%22	https://gogame.volkovdesign.com/article.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/article.html	(from https://gogame.volkovdesign.com/)
17:12:06	60729/60729	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-ed39%22	https://gogame.volkovdesign.com/interview.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/interview.html	(from https://gogame.volkovdesign.com/)
17:12:06	24402/24402	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-5f52%22	https://gogame.volkovdesign.com/faq.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/faq.html	(from https://gogame.volkovdesign.com/)
17:12:06	25326/25326	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-62ee%22	https://gogame.volkovdesign.com/checkout.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/checkout.html	(from https://gogame.volkovdesign.com/)
17:12:06	69251/69251	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-10e83%22	https://gogame.volkovdesign.com/favorites.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/favorites.html	(from https://gogame.volkovdesign.com/)
17:12:07	24541/24541	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-5fdd%22	https://gogame.volkovdesign.com/about.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/about.html	(from https://gogame.volkovdesign.com/)
17:12:07	31748/31748	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-7c04%22	https://gogame.volkovdesign.com/profile.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/profile.html	(from https://gogame.volkovdesign.com/)
17:12:07	4644/4644	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-1224%22	https://gogame.volkovdesign.com/signin.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/signin.html	(from https://gogame.volkovdesign.com/)
17:12:07	4719/4719	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-126f%22	https://gogame.volkovdesign.com/signup.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/signup.html	(from https://gogame.volkovdesign.com/)
17:12:08	2558/2558	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-9fe%22	https://gogame.volkovdesign.com/forgot.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/forgot.html	(from https://gogame.volkovdesign.com/)
17:12:08	24597/24597	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-6015%22	https://gogame.volkovdesign.com/privacy.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/privacy.html	(from https://gogame.volkovdesign.com/)
17:12:08	25504/25504	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-63a0%22	https://gogame.volkovdesign.com/contacts.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/contacts.html	(from https://gogame.volkovdesign.com/)
17:12:08	2051/2051	---MCZ	200	added ('OK')	text/html	etag:W/%226373c5c0-803%22	https://gogame.volkovdesign.com/404.html	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/404.html	(from https://gogame.volkovdesign.com/)
17:12:09	2599/2599	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226373c5c0-a27%22	https://gogame.volkovdesign.com/img/flags/uk.svg	C:/Benim%20Web%20Sitem/GG/gogame.volkovdesign.com/img/flags/uk.svg	(from https://gogame.volkovdesign.com/)
